# The physical locations of oNCOs found in the probands of this study are supplied in
# this file along with information about the number of MPPs within the oNCO, family
# size and whether oNCO is unambiguously assigned to owner. Ambiguously assigned
# oNCOs are not used for analysis of allele selection bias and DNMs colocation.
# The data columns are as follows: 
# Chr (chromosome),
# Begin (GRCh38 position of earliest converted variant in oNCO),
# End (GRCh38 position of last converted variant in oNCO),
# pid (proband ID),
# ptype (transmitting parent, P: paternal, M: maternal),
# event_id (unique ID for oNCO)
# MPPs (number of MPPs within oNCO),
# gcMPPs (number of gene-converted MPPs within oNCO),
# sibs (number of siblings with same parents),
# AO (ambiguous owner of oNCO - only in 2-children families),
Chr	Begin	End	pid	ptype	event_id	MPPs	gcMPPs	sibs	AO
chr10	14658244	14658244	P0A71D	P	Y00CBB	1	1	2	0
chr10	14658244	14658244	P0C1A6	P	Y00AE9	1	1	2	0
chr10	14695246	14695246	P0B33A	M	X00995	1	1	5	0
chr10	14773460	14773460	P06BB0	M	X00772	1	1	2	0
chr10	14776687	14776687	P070A4	M	X02F67	1	1	3	0
chr10	14789648	14789648	P04A97	P	Y0158D	1	1	2	0
chr10	14789648	14789648	P0B24A	P	Y01BE3	1	1	3	0
chr10	14789648	14789648	P0C625	P	Y0039A	1	1	2	0
chr10	14830428	14830428	P0454B	M	X03AE8	1	1	2	0
chr10	15114740	15154631	P00641	M	X021CB	35	17	3	0
chr10	15161276	15161276	P0E1F2	M	X0315E	1	1	3	0
chr10	15183351	15183351	P0ED3D	M	X02576	1	1	2	0
chr10	15186289	15186289	P0E7C9	P	Y03139	1	1	3	0
chr10	15193659	15193659	P0442E	P	Y01A2D	1	1	2	0
chr10	15201114	15223988	P0D958	M	X00E38	7	6	4	0
chr10	15226879	15226879	P0B72E	P	Y01560	1	1	2	0
chr10	15233670	15233670	P0E2ED	M	X015B4	1	1	4	0
chr10	15245568	15245568	P037C1	P	Y01831	1	1	3	0
chr10	15285870	15290548	P06333	M	X006FC	9	3	2	0
chr10	15463351	15463351	P0DBF9	P	Y02536	1	1	3	0
chr10	15552704	15555636	P08374	M	X027F3	7	7	2	0
chr10	15591295	15591295	P0DFE2	M	X01AB9	1	1	2	0
chr10	15595623	15595623	P0ED2A	M	X03A1D	1	1	2	0
chr10	15663131	15678538	P094E8	M	X00420	14	4	3	0
chr10	16023490	16023490	P0A968	M	X03C1D	1	1	2	0
chr10	16132517	16132517	P0E7E3	M	X00B74	1	1	2	0
chr10	16169064	16169064	P0C856	M	X00058	1	1	2	0
chr10	16219589	16329903	P02B9E	M	X03642	44	28	7	0
chr10	16314442	16314442	P061F1	M	X033DB	1	1	2	0
chr10	16377876	16377876	P023AF	P	Y0239E	1	1	3	0
chr10	16497921	16497921	P0E8AD	M	X01233	1	1	3	0
chr10	16509090	16509090	P03218	M	X001CD	1	1	3	0
chr10	16593878	16722315	P09531	M	X01A0A	22	12	2	0
chr10	16593878	16635599	P09ADB	M	X0236A	3	3	2	0
chr10	16659267	16670669	P08D35	M	X02E95	6	3	2	0
chr10	16663278	16673500	P0D2B0	M	X028B6	24	24	2	0
chr10	16664275	16688158	P063B3	M	X0081C	39	37	3	0
chr10	16674674	16674674	P08F84	P	Y00A9B	1	1	3	0
chr10	16674674	16674674	P0CD81	P	Y00EDA	1	1	2	0
chr10	16674679	16674679	P04C3F	M	X025A7	1	1	2	0
chr10	16712493	16712493	P091F7	M	X013B9	1	1	3	0
chr10	16741856	16741856	P07EFD	M	X028F6	1	1	2	0
chr10	16745623	16745623	P020D2	P	Y02F9F	1	1	4	0
chr10	16893173	16893173	P0129D	M	X015DA	1	1	3	0
chr10	16947049	16974963	P0BFFC	M	X02977	58	22	2	0
chr10	17025138	17025138	P035A3	P	Y01957	1	1	3	0
chr10	17025138	17025138	P08E04	P	Y01BF7	1	1	2	0
chr10	17026113	17026113	P03FBD	M	X000FB	1	1	6	0
chr10	17125423	17125423	P0C487	M	X0313D	1	1	3	0
chr10	17191451	17191451	P05870	M	X0114C	1	1	3	0
chr10	17283906	17283906	P02410	M	X03827	1	1	2	0
chr10	17294206	17294206	P0D9CB	M	X0202E	1	1	2	0
chr10	17294958	17294958	P07F4E	M	X01260	1	1	4	0
chr10	17294958	17294958	P0BCB8	M	X02464	1	1	5	0
chr10	17294958	17294958	P0BEC0	M	X02250	1	1	2	0
chr10	17294958	17294958	P09DBA	P	Y028A6	1	1	2	0
chr10	17298343	17298343	P0DA50	M	X00671	1	1	2	0
chr10	17426840	17426840	P024E0	P	Y027FA	1	1	2	0
chr10	17495385	17495385	P0BD29	M	X03C42	1	1	4	0
chr10	17517872	17517872	P09B34	M	X03095	1	1	2	0
chr10	17551455	17551455	P0D698	M	X011A1	1	1	2	0
chr10	17551825	17551825	P085CA	M	X015C5	1	1	2	0
chr10	17641662	17642399	P0DC3F	M	X03B8F	3	3	5	0
chr10	17641662	17641662	P04221	P	Y00190	1	1	2	0
chr10	17653395	17733822	P06E6B	M	X0269F	34	17	2	0
chr10	17976147	17977481	P0CD8D	M	X011D1	2	2	2	0
chr10	18010699	18010699	P04C06	M	X01FD1	1	1	2	0
chr10	18060686	18060686	P00616	P	Y022FC	1	1	4	0
chr10	18060857	18060857	P00E24	P	Y0328E	1	1	3	0
chr10	18129619	18129619	P0C880	M	X0063D	1	1	2	0
chr10	18129619	18129619	P0ECD5	P	Y004EB	1	1	2	0
chr10	18228820	18242110	P0527A	M	X037C5	19	17	2	0
chr10	18247798	18247798	P0B8C6	M	X01FC7	1	1	3	0
chr10	18247798	18247798	P00044	P	Y02974	1	1	2	0
chr10	18248665	18282679	P034C1	M	X015F2	8	8	3	0
chr10	18319542	18346127	P07844	M	X03D3C	10	3	2	0
chr10	18484421	18485798	P0BCA3	M	X036AF	2	2	2	0
chr10	18499351	18499351	P033C9	P	Y00D0D	1	1	2	0
chr10	18499351	18499351	P0A839	P	Y01C24	1	1	2	0
chr10	18499355	18499355	P00866	P	Y020A2	1	1	2	0
chr10	18499355	18499355	P04BE0	P	Y01690	1	1	5	0
chr10	18499461	18499461	P039E5	P	Y01251	1	1	4	0
chr10	18512305	18512308	P0E56E	P	Y00CFE	2	2	3	0
chr10	18541885	18541885	P08430	M	X0174C	1	1	7	0
chr10	18698884	18698884	P0BB77	P	Y02A46	1	1	3	0
chr10	18713521	18713521	P0C1E5	M	X01EE9	1	1	4	0
chr10	18915313	18915313	P09EE9	P	Y01F2B	1	1	3	0
chr10	18964888	18970519	P09A2E	M	X029B6	4	3	6	0
chr10	19113590	19113590	P0F1F3	P	Y00DE8	1	1	2	0
chr10	19134180	19134180	P03900	P	Y0048D	1	1	2	0
chr10	19134220	19134220	P063E2	P	Y023EE	1	1	2	1
chr10	19134657	19135269	P0A4EB	M	X01E5B	2	2	5	0
chr10	19135269	19135269	P0CAD5	M	X0090C	1	1	4	0
chr10	19198948	19198948	P003C2	M	X026F3	1	1	2	0
chr10	19231821	19231829	P01A97	P	Y01221	2	2	2	0
chr10	19283207	19283207	P071F9	P	Y02DAD	1	1	2	0
chr10	19283207	19283207	P0CD62	P	Y030CB	1	1	3	0
chr10	19283207	19283207	P0E1AD	P	Y03205	1	1	3	0
chr10	19428162	19428162	P047F1	P	Y007AD	1	1	2	0
chr10	19854177	19854180	P09F1F	P	Y00CBC	2	2	2	0
chr10	19887558	19887558	P00293	P	Y00E33	1	1	2	0
chr10	19890337	19890337	P05CC5	M	X01A91	1	1	5	0
chr10	19890408	19890408	P05E07	P	Y00C0A	1	1	3	0
chr10	19987754	19987754	P04E93	P	Y00E57	1	1	6	0
chr10	19987754	19987754	P0A1A3	P	Y02AAE	1	1	4	0
chr10	20036410	20036410	P07476	P	Y00C31	1	1	2	0
chr10	20389374	20389374	P0B97B	M	X03282	1	1	2	0
chr10	20389841	20389841	P0A2E2	P	Y02514	1	1	4	0
chr10	20480783	20480783	P096F1	M	X030F2	1	1	3	0
chr10	20484555	20484951	P0BC87	M	X0343F	2	2	2	0
chr10	20625737	20625737	P073B3	M	X00848	1	1	3	0
chr10	20778052	20778052	P0ECC9	M	X03BD1	1	1	2	0
chr10	20955158	20955158	P053BF	P	Y03186	1	1	2	0
chr10	20999992	20999992	P02F6B	M	X01E88	1	1	3	0
chr10	21103478	21103478	P03B9A	P	Y01DAA	1	1	9	0
chr10	21184014	21184014	P031BD	M	X014A2	1	1	2	1
chr10	21185764	21185764	P0331E	M	X03C00	1	1	3	0
chr10	21185764	21185764	P0914A	P	Y01CC1	1	1	2	0
chr10	21194219	21194219	P03CE9	M	X00950	1	1	3	0
chr10	21313158	21313173	P0BC60	P	Y00E3D	2	2	4	0
chr10	21626690	21627799	P0E7E3	M	X00B75	2	2	2	0
chr10	22024986	22024986	P0AB7A	M	X00A9A	1	1	5	0
chr10	22369352	22369352	P08254	M	X03CB1	1	1	2	0
chr10	22412761	22412761	P01B26	M	X03446	1	1	3	0
chr10	22479302	22479302	P09353	M	X0129C	1	1	3	0
chr10	22570882	22570882	P0548A	P	Y026CE	1	1	4	0
chr10	22585287	22585287	P0ACA5	M	X00554	1	1	2	0
chr10	22722942	22722942	P0ED3D	P	Y00001	1	1	2	0
chr10	22908499	22908835	P045A1	M	X01D99	2	2	2	0
chr10	22933131	22933131	P0007E	M	X033FD	1	1	4	0
chr10	23263275	23263275	P08BAE	M	X019F0	1	1	2	0
chr10	23729904	23729904	P0514D	M	X024BB	1	1	3	0
chr10	23860759	23860759	P0A2C7	P	Y00544	1	1	2	0
chr10	23971910	23971910	P03276	P	Y0183C	1	1	3	0
chr10	24306826	24306826	P03C08	M	X01ED0	1	1	2	1
chr10	24331336	24331336	P06CEE	M	X024A7	1	1	5	0
chr10	24340203	24340203	P08699	P	Y00348	1	1	2	0
chr10	24362950	24362950	P09762	P	Y016F5	1	1	2	0
chr10	24374656	24374656	P007CD	P	Y01B8E	1	1	2	0
chr10	24404386	24404386	P00AB8	M	X02E2F	1	1	2	0
chr10	24404386	24404386	P05B8F	M	X00840	1	1	2	0
chr10	24405786	24405786	P07940	P	Y0027E	1	1	3	0
chr10	24429720	24429720	P0ED3D	M	X02577	1	1	2	0
chr10	24508134	24508134	P05C6B	P	Y026B0	1	1	5	0
chr10	24555981	24555981	P018A5	M	X0208C	1	1	2	0
chr10	24555981	24555981	P089D6	M	X02CDB	1	1	2	0
chr10	24788247	24788247	P0048E	M	X03A71	1	1	2	0
chr10	24874736	24874736	P0D943	P	Y0327E	1	1	2	0
chr10	24887525	24887525	P019EA	P	Y011D8	1	1	2	0
chr10	24938476	24938476	P033C2	M	X032F8	1	1	3	0
chr10	24938476	24938476	P044B3	P	Y027BC	1	1	2	0
chr10	25018664	25018664	P000C9	P	Y00882	1	1	3	0
chr10	25040857	25040857	P0BF8F	M	X004AA	1	1	2	0
chr10	25113762	25114712	P05380	P	Y02698	4	4	3	0
chr10	25292248	25292248	P0C185	P	Y02F83	1	1	2	0
chr10	25328581	25328581	P0CAE6	M	X002A0	1	1	2	0
chr10	25379928	25383207	P0B553	M	X01A12	4	4	2	0
chr10	25486536	25486536	P0654C	M	X03D54	1	1	3	0
chr10	25731895	25731895	P03CF6	P	Y008F1	1	1	3	0
chr10	25739116	25739116	P09BC9	M	X022F5	1	1	2	0
chr10	25739116	25739116	P07009	P	Y00BF9	1	1	4	0
chr10	25819794	25819794	P00A2E	M	X012AD	1	1	2	0
chr10	25869196	25869196	P07E02	P	Y01FEF	1	1	3	0
chr10	26045372	26045372	P0D1EC	P	Y03059	1	1	2	0
chr10	26344846	26344846	P024EA	P	Y00F09	1	1	2	0
chr10	26383698	26383698	P0DC5F	P	Y0231D	1	1	2	0
chr10	26383781	26383781	P0214B	P	Y01275	1	1	2	0
chr10	26383781	26383781	P0520C	P	Y02B3A	1	1	2	0
chr10	26561769	26561769	P05013	P	Y02BA7	1	1	4	0
chr10	26707073	26722818	P02CEC	M	X0001B	2	2	4	0
chr10	26735394	26735394	P09699	P	Y01755	1	1	3	0
chr10	26741109	26741109	P09086	P	Y02155	1	1	3	0
chr10	26836663	26836663	P0F246	P	Y029AE	1	1	2	0
chr10	27669091	27744663	P0F518	M	X02EE9	12	6	8	0
chr10	27670416	27670416	P0E544	M	X03119	1	1	3	0
chr10	27790054	27907496	P0619A	M	X01D65	141	91	2	0
chr10	27882167	27882167	P0B34F	P	Y016D7	1	1	3	0
chr10	28015011	28015011	P07856	M	X037C2	1	1	2	0
chr10	28212427	28212427	P061B3	P	Y01B23	1	1	4	0
chr10	28359004	28359004	P040D8	M	X01224	1	1	5	0
chr10	28676716	28676716	P09084	P	Y00C55	1	1	5	0
chr10	28889612	28889612	P01A04	M	X03772	1	1	3	0
chr10	28915998	28915998	P09871	P	Y01C8F	1	1	2	0
chr10	29153070	29153070	P0CB9B	M	X027F4	1	1	2	0
chr10	29160122	29160122	P04D29	M	X03298	1	1	2	0
chr10	29160122	29160324	P09E7E	P	Y01332	2	2	2	0
chr10	29321587	29321587	P0F5E2	P	Y01702	1	1	3	0
chr10	29711915	29711915	P057AB	M	X003FD	1	1	2	0
chr10	29810111	29810120	P01BB2	P	Y0312A	3	3	3	0
chr10	29810582	29810582	P02C0C	M	X02C40	1	1	2	0
chr10	29810743	29810743	P022B0	P	Y02998	1	1	3	0
chr10	29834039	29836704	P066D2	P	Y02795	3	3	6	0
chr10	29886411	29886411	P09353	M	X0129D	1	1	3	0
chr10	29943220	29943220	P0CDC5	M	X032B4	1	1	2	0
chr10	29944064	29944064	P03FD3	M	X004F0	1	1	3	0
chr10	29944064	29944064	P0A2F4	M	X02B55	1	1	4	0
chr10	29944064	29944064	P04CD1	P	Y02040	1	1	3	0
chr10	29944133	29944133	P06C0B	M	X010B5	1	1	2	0
chr10	29944133	29944133	P0E004	M	X028BD	1	1	2	0
chr10	29944133	29944133	P023E5	P	Y00AAE	1	1	2	0
chr10	29944133	29944133	P04CCB	P	Y030AA	1	1	5	0
chr10	29996898	29996898	P0A2C7	M	X01652	1	1	2	0
chr10	29996898	29996898	P07946	P	Y00C6E	1	1	2	0
chr10	29997334	29997334	P0106B	M	X0351F	1	1	2	0
chr10	30008856	30042807	P06D5C	M	X0384E	14	13	7	0
chr10	30279403	30279404	P01175	P	Y029BB	2	2	4	0
chr10	30520788	30520965	P0122E	P	Y01F34	2	2	2	0
chr10	30562913	30562913	P0C1BC	M	X00897	1	1	3	0
chr10	30623548	30623621	P0C773	M	X00683	2	2	3	0
chr10	30623548	30623548	P0C905	M	X004C3	1	1	2	0
chr10	31001380	31001380	P01006	P	Y00CE7	1	1	5	0
chr10	31803449	31803449	P0EACC	P	Y01CF7	1	1	2	0
chr10	31870316	31870316	P039E7	M	X03997	1	1	6	0
chr10	32131354	32131354	P042AD	M	X0290C	1	1	2	0
chr10	32131446	32131446	P03B40	P	Y02C3B	1	1	3	0
chr10	32388965	32388965	P06B7E	P	Y0072F	1	1	4	0
chr10	32839916	32839916	P0E7B6	P	Y00315	1	1	3	0
chr10	32943583	32943583	P0D397	P	Y007D2	1	1	2	0
chr10	32943700	32943700	P0F4F0	P	Y0320F	1	1	3	0
chr10	33014234	33014234	P04BF8	M	X00A17	1	1	2	0
chr10	33265314	33265314	P07D53	M	X00F35	1	1	2	0
chr10	33272176	33272176	P00EEE	M	X016BF	1	1	2	0
chr10	33367119	33367119	P061B3	M	X03543	1	1	4	0
chr10	33367119	33367119	P0C920	M	X008EA	1	1	2	0
chr10	33367119	33367119	P09086	P	Y02156	1	1	3	0
chr10	33367119	33367119	P0AD9D	P	Y016A1	1	1	2	0
chr10	33367119	33367119	P0BE87	P	Y02E96	1	1	2	0
chr10	33374306	33374306	P092A1	M	X01305	1	1	4	0
chr10	33566614	33566614	P0D984	P	Y02B95	1	1	2	0
chr10	33566768	33566768	P04162	M	X02BD7	1	1	3	0
chr10	33571741	33581644	P0EC12	M	X02C43	8	8	2	0
chr10	33855907	33855907	P0C7AA	M	X0395B	1	1	3	0
chr10	33866383	33867905	P072A6	M	X0369E	2	2	3	0
chr10	33874417	33874417	P0A48E	M	X01137	1	1	3	0
chr10	33948238	33948238	P0845C	M	X0379F	1	1	2	0
chr10	33948238	33948238	P0EA67	M	X01FF5	1	1	2	0
chr10	33948314	33948324	P0BF56	M	X01D58	2	2	3	0
chr10	33964182	33964182	P0D7CB	M	X030FF	1	1	3	0
chr10	33971704	33971704	P041C2	M	X01B89	1	1	2	0
chr10	34419546	34419547	P00129	M	X03300	2	2	9	0
chr10	34709560	34709560	P030E3	M	X00885	1	1	2	0
chr10	34710017	34710017	P0EA14	M	X0087E	1	1	2	0
chr10	34726811	34726811	P09F5D	P	Y009B4	1	1	2	0
chr10	34736661	34736661	P01BAF	P	Y02BA8	1	1	4	0
chr10	34893474	34893474	P07A17	M	X03301	1	1	9	0
chr10	34957695	34957695	P000F2	M	X01242	1	1	3	0
chr10	34957695	34957695	P08DF7	M	X02EEA	1	1	8	0
chr10	35175240	35175244	P0851D	M	X0282A	2	2	2	0
chr10	35281784	35281784	P0BC98	P	Y006FC	1	1	2	0
chr10	35634405	35634405	P05C14	P	Y0164A	1	1	2	0
chr10	35718920	35718920	P05A61	P	Y0275C	1	1	6	0
chr10	35910053	35910053	P04BC9	M	X02E8F	1	1	2	0
chr10	36088516	36088516	P0B3B7	P	Y01711	1	1	2	0
chr10	36165105	36165105	P046ED	M	X00059	1	1	2	0
chr10	36165799	36165799	P032E0	M	X02C4A	1	1	2	0
chr10	36185218	36185218	P073F1	P	Y00B68	1	1	2	0
chr10	36185218	36185218	P09EEF	P	Y00225	1	1	2	0
chr10	36213454	36213454	P07231	M	X034FD	1	1	4	0
chr10	36361620	36361620	P0BC87	P	Y00E12	1	1	2	0
chr10	36361698	36361698	P06AB6	M	X01044	1	1	2	0
chr10	36361698	36361698	P0B092	P	Y01FE7	1	1	2	0
chr10	36652338	36652338	P071C4	P	Y02812	1	1	4	0
chr10	36818824	36821783	P045A1	M	X01D9A	5	5	2	0
chr10	36823292	36823292	P0CBFB	P	Y02BE6	1	1	6	0
chr10	37557593	37557593	P012E2	P	Y002A9	1	1	3	0
chr10	42929325	42929325	P0F497	M	X02568	1	1	2	0
chr10	43053184	43053184	P0CC70	M	X036E0	1	1	3	0
chr10	43053211	43053211	P0331E	M	X03C01	1	1	3	0
chr10	43087715	43087715	P0C4E9	P	Y026DC	1	1	2	0
chr10	43300489	43300489	P0CDDF	M	X03A6C	1	1	2	1
chr10	43813530	43813659	P071ED	P	Y02DEB	3	3	11	0
chr10	43922572	43922572	P0A108	P	Y001CB	1	1	8	0
chr10	44172510	44172510	P09F30	P	Y009BD	1	1	2	0
chr10	44375555	44375614	P02EF0	P	Y01073	2	2	2	0
chr10	44399190	44399190	P053A2	P	Y01938	1	1	2	0
chr10	44511029	44511029	P0AC8D	M	X03193	1	1	2	0
chr10	44752452	44752452	P0C267	P	Y009C5	1	1	3	0
chr10	45419079	45419079	P04409	P	Y01E30	1	1	2	0
chr10	46044877	46044877	P08936	P	Y01AA4	1	1	2	0
chr10	46074748	46081614	P0134D	M	X0248D	2	2	4	0
chr10	46538220	46538331	P0CC24	M	X03BA6	2	2	2	0
chr10	47108001	47436744	P049B9	M	X008A9	129	101	3	0
chr10	47209902	47209902	P007A9	P	Y00B1E	1	1	2	0
chr10	47287576	47287576	P04A38	M	X02AEB	1	1	6	0
chr10	47292201	47294523	P065B4	M	X0337A	3	3	2	0
chr10	47314838	47314838	P09D0E	P	Y00FF9	1	1	2	0
chr10	47326532	47331763	P0236A	M	X01C17	2	2	17	0
chr10	47369443	47369443	P0208A	P	Y01447	1	1	2	0
chr10	47384695	47384695	P0E8B1	P	Y022BC	1	1	2	0
chr10	48532550	48532565	P0E3B1	P	Y025B6	2	2	2	0
chr10	48535734	48535734	P014E9	M	X03794	1	1	6	0
chr10	48535734	48535734	P0F410	P	Y011E9	1	1	9	0
chr10	48647585	48648699	P04B6D	M	X00F80	4	3	7	0
chr10	48746663	48746663	P0639D	P	Y021B8	1	1	2	0
chr10	48771514	48771514	P0ADC9	P	Y02B77	1	1	8	0
chr10	48916035	48916035	P0182A	M	X01F5E	1	1	4	0
chr10	48932828	48932828	P08E85	P	Y02A79	1	1	6	0
chr10	48932828	48932828	P0ECBB	P	Y006D1	1	1	3	0
chr10	49044213	49044213	P0B0B0	P	Y01B3F	1	1	3	0
chr10	49271448	49271448	P0428C	P	Y018EE	1	1	5	0
chr10	49408250	49408250	P0E74C	P	Y0075A	1	1	3	0
chr10	49633658	49633658	P012ED	P	Y00E0E	1	1	2	0
chr10	50285872	50285872	P0CC1E	M	X033DC	1	1	2	0
chr10	50324732	50326423	P074C4	M	X02B26	5	5	2	0
chr10	50352270	50352270	P0159E	P	Y00BB6	1	1	3	0
chr10	50352270	50352270	P09871	P	Y01C90	1	1	2	0
chr10	50427544	50427544	P09927	P	Y01DF1	1	1	4	0
chr10	50499981	50499981	P0B494	P	Y0077A	1	1	5	0
chr10	51078837	51079059	P0E193	M	X037E4	4	4	2	0
chr10	51306676	51306676	P0B2B7	M	X03427	1	1	2	0
chr10	51349012	51349012	P09E45	M	X030D4	1	1	2	0
chr10	51349040	51349040	P00483	M	X00409	1	1	2	0
chr10	51582264	51582264	P0C335	M	X0001D	1	1	2	0
chr10	51686323	51686323	P0E83B	P	Y03179	1	1	2	0
chr10	51839462	51839462	P0B515	M	X020A8	1	1	2	0
chr10	51859185	51859185	P0D0B3	P	Y031CA	1	1	5	0
chr10	51933064	51933064	P0BA4D	M	X01CE5	1	1	4	0
chr10	52032911	52032911	P09361	P	Y020F2	1	1	4	0
chr10	52303323	52309576	P05DF6	M	X034EB	8	6	2	0
chr10	52575333	52575333	P05F39	P	Y01DAB	1	1	9	0
chr10	52575333	52575333	P0D93F	P	Y028AB	1	1	2	0
chr10	52681124	52681124	P0D125	P	Y02912	1	1	2	0
chr10	52965697	52965697	P0123E	M	X01AA4	1	1	4	0
chr10	52965697	52965697	P077AB	P	Y02DEC	1	1	11	0
chr10	53305586	53305586	P06A6F	M	X00C1D	1	1	2	0
chr10	53326567	53326567	P05C42	P	Y02D37	1	1	2	0
chr10	53326567	53326567	P0DEDE	P	Y0161F	1	1	4	0
chr10	53440210	53489576	P09175	M	X005A6	72	54	3	0
chr10	53491025	53499712	P0C85D	M	X0338E	7	5	3	0
chr10	53575452	53575520	P0071C	M	X02D5B	2	2	9	0
chr10	53719194	53719194	P03E86	P	Y02A4E	1	1	2	0
chr10	53806646	53806646	P00043	M	X00602	1	1	2	0
chr10	54641989	54641989	P033CB	M	X01CF0	1	1	2	0
chr10	54868424	54868424	P07D17	P	Y008BB	1	1	2	0
chr10	54868424	54868786	P08936	P	Y01AA5	3	3	2	0
chr10	54978389	54978389	P022C6	M	X0384F	1	1	7	0
chr10	55112185	55112185	P0564A	M	X019AD	1	1	2	0
chr10	55127160	55127160	P01A67	P	Y001CC	1	1	8	0
chr10	55152952	55152952	P0A32B	M	X01CBF	1	1	3	0
chr10	55175305	55178155	P0A278	P	Y01A48	2	2	2	0
chr10	55326183	55326183	P08B9F	M	X01461	1	1	4	0
chr10	55430212	55430212	P04437	P	Y0328F	1	1	3	0
chr10	55653491	55653491	P07628	P	Y0168C	1	1	2	0
chr10	55665008	55665476	P0716B	M	X02D7C	4	4	2	0
chr10	56034100	56174294	P05371	M	X000D8	31	17	2	0
chr10	56318114	56318114	P0CEC4	P	Y008FE	1	1	3	0
chr10	56790077	56790077	P084A9	M	X0098B	1	1	3	0
chr10	56931519	56931519	P060A6	M	X0347A	1	1	6	0
chr10	57058391	57060143	P0E5E7	M	X01719	3	3	3	0
chr10	57197296	57197296	P0B582	P	Y01845	1	1	2	0
chr10	57542616	57544887	P0CA5D	M	X011BB	13	11	2	0
chr10	57809048	57809048	P078B0	M	X036B7	1	1	2	0
chr10	57949636	57949636	P08ED2	P	Y022F3	1	1	2	0
chr10	58064077	58064077	P01A97	M	X0023E	1	1	2	0
chr10	58309748	58309748	P04636	M	X00C89	1	1	2	0
chr10	58403761	58403761	P036F5	M	X03C67	1	1	3	0
chr10	58636959	58778899	P035A0	M	X016A9	16	10	2	0
chr10	58660655	58660655	P00215	M	X02304	1	1	3	0
chr10	58660655	58660655	P04CD1	P	Y02041	1	1	3	0
chr10	58753824	58753824	P07EEF	P	Y00B15	1	1	2	0
chr10	58755982	58755982	P0825A	M	X00E15	1	1	2	0
chr10	58796991	58796991	P0987D	P	Y0071B	1	1	2	0
chr10	58796991	58796991	P09E87	P	Y02708	1	1	2	0
chr10	58796991	58796991	P0C8EA	P	Y0098B	1	1	4	0
chr10	59034007	59034007	P020A5	P	Y00FA0	1	1	2	0
chr10	59292077	59292077	P06AE1	P	Y00007	1	1	2	0
chr10	59520994	59520994	P061AD	M	X02BF7	1	1	3	0
chr10	59709378	59709378	P09348	P	Y010F7	1	1	5	0
chr10	59900398	59900398	P02B3C	M	X02708	1	1	2	0
chr10	60132346	60132346	P0C11C	P	Y00BAD	1	1	2	0
chr10	60250655	60250655	P0E39D	P	Y025BC	1	1	3	0
chr10	60866663	60866663	P07D38	M	X0263C	1	1	3	0
chr10	60880730	60900382	P02B66	P	Y01FA4	4	4	3	0
chr10	61163125	61163125	P0CDEB	M	X02377	1	1	2	0
chr10	61341313	61341313	P065AD	P	Y00FD0	1	1	2	0
chr10	61356313	61356313	P03E3B	M	X0067E	1	1	2	0
chr10	61365530	61365530	P07CB9	P	Y0086C	1	1	2	0
chr10	61879591	61879591	P00F78	P	Y0127E	1	1	2	0
chr10	62202267	62202267	P087CE	P	Y019DA	1	1	2	0
chr10	62438649	62438649	P0EDCE	M	X0157A	1	1	6	0
chr10	62582192	62582192	P0F12B	P	Y02E15	1	1	4	0
chr10	62689789	62689789	P02F5C	M	X009C6	1	1	4	0
chr10	63114123	63114123	P04FD8	P	Y0235E	1	1	2	0
chr10	63673012	63673700	P0198F	M	X01202	5	5	3	0
chr10	63673012	63673700	P033E6	P	Y02481	4	4	2	0
chr10	63673012	63673700	P0A6CF	P	Y00F45	4	4	2	0
chr10	63673012	63673700	P0B748	P	Y00AC9	5	4	2	0
chr10	63673012	63673700	P0F246	P	Y029AF	5	5	2	0
chr10	63673322	63673700	P0D590	M	X020B0	4	4	2	0
chr10	63673322	63673700	P0034F	P	Y0068A	4	4	3	0
chr10	63673322	63673700	P03E86	P	Y02A4F	4	4	2	0
chr10	63673436	63673436	P07676	P	Y004A0	1	1	3	0
chr10	63673521	63673521	P0E29B	M	X00A4B	1	1	2	0
chr10	63718880	63718880	P000F2	M	X01243	1	1	3	0
chr10	63970187	63970458	P020D2	P	Y02FA0	3	3	4	0
chr10	63970313	63970313	P0E401	P	Y01C2D	1	1	2	0
chr10	63970351	63970351	P05A20	M	X0329D	1	1	2	0
chr10	63970397	63970475	P00E3C	M	X01B9D	3	3	3	0
chr10	63976980	63976980	P06746	M	X00C9A	1	1	2	0
chr10	63977268	63977268	P08CC6	M	X03585	1	1	2	0
chr10	64005139	64183569	P07C61	M	X034BB	62	30	4	0
chr10	64800908	64800908	P0A2C7	P	Y00545	1	1	2	0
chr10	64964479	64964479	P0BD5F	P	Y01DF2	1	1	4	0
chr10	65104516	65104516	P096A9	M	X018E8	1	1	2	0
chr10	66581753	66615909	P0C185	P	Y02F84	3	3	2	0
chr10	66613339	66613339	P01E45	M	X010C8	1	1	2	0
chr10	66666276	66666276	P08DE0	M	X00FBE	1	1	6	0
chr10	66815520	66815520	P051D4	M	X02274	1	1	5	0
chr10	66816319	66816319	P08C4F	P	Y02920	1	1	2	0
chr10	66816410	66816410	P0067F	P	Y01B87	1	1	5	0
chr10	66863607	66863607	P0556A	M	X03926	1	1	3	0
chr10	67797977	67797977	P034F7	P	Y00D78	1	1	3	0
chr10	68140082	68140082	P072CB	P	Y02850	1	1	5	0
chr10	68140082	68140082	P09158	P	Y00063	1	1	6	0
